ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Acc,Ovr,Pot
62129,"Andy Bechtel",2B,0,0,0,0,17,187,S,R,25,30,30,30,20,25,25,30,30,30,20,25,25,30,30,30,25,30,50,65,70,80,45,60,45,45,40,45,45,40,45,20,20,20,0,0,25,25,20,0,0,0,0,0,0,65,40,30,0,0,0,0,45,45,50,40,30,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,25,87-89,47,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,H,H,L,L,VH,25,65
62130,"Dan Glaser",SP,0,0,0,0,18,186,R,R,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,25,30,40,35,25,30,35,35,45,20,45,40,45,25,25,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,20,20,50,25,25,35,30,45,25,25,35,30,50,25,20,30,30,40,25,45,50,55,50,50,91-93,58,65,30,35,0,0,0,30,20,0,0,0,0,0,0,55,0,0,0,60,50,0,0,0,0,0,0,H,N,L,N,N,VH,25,50
62131,"Steve Bulow",RP,0,0,0,0,16,187,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,20,25,30,30,30,30,25,45,20,40,35,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,20,25,20,50,25,20,25,20,40,25,20,25,20,45,25,20,25,20,40,25,55,55,55,45,45,89-91,46,30,65,30,0,0,0,20,0,0,0,0,0,0,0,55,0,0,0,65,0,0,0,0,0,0,0,N,N,N,N,N,H,20,45
62132,"Kurt Saponaro",CF,0,0,0,0,17,193,R,R,20,20,25,30,20,30,20,20,25,30,20,30,20,20,25,30,20,30,40,40,45,70,30,50,25,30,20,25,50,50,35,20,20,20,0,0,0,0,0,0,20,25,20,0,0,0,0,0,0,50,30,40,40,50,55,60,45,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,87-89,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,20,35
62133,"Joe Juergens",CF,0,0,0,0,18,183,S,R,25,25,20,25,25,25,25,25,20,25,25,25,25,25,20,25,25,25,50,50,40,45,45,50,50,50,30,40,60,50,50,30,25,25,0,0,0,0,0,0,25,30,25,0,0,0,0,0,0,65,45,55,60,55,50,40,50,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,87-89,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,L,L,H,N,VH,25,40
62134,"Tyshawn Bijou",SP,0,0,0,0,17,186,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,25,30,35,30,35,30,35,55,20,50,40,50,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,35,30,50,60,25,35,30,25,45,30,35,30,25,45,30,35,35,30,45,30,70,50,50,50,60,89-91,57,60,70,35,30,0,30,30,20,30,0,0,0,0,0,50,55,0,65,55,65,65,0,0,0,0,0,N,N,N,N,H,VH,25,70
62135,"Andy Loring",LF,0,0,0,0,17,190,R,R,25,20,25,30,25,25,25,20,25,30,25,25,25,20,25,30,30,25,55,45,50,80,55,50,45,40,35,35,40,45,45,20,20,20,0,0,0,0,0,0,30,0,20,0,0,0,0,0,0,40,0,35,35,45,40,50,30,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,25,86-88,52,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,H,N,VH,25,50
62136,"Humberto Workman",CL,0,0,0,0,17,183,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,35,30,25,35,30,40,20,50,40,45,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,30,20,60,25,20,20,20,40,25,20,25,20,45,25,20,20,20,40,25,50,45,45,45,50,90-92,45,25,40,0,0,25,0,25,0,0,0,0,0,0,0,0,0,55,0,55,0,0,0,0,0,0,0,N,N,N,N,N,VH,20,35
62137,"Zach Morris",SP,0,0,0,0,17,203,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,35,30,35,30,30,65,20,40,30,50,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,20,45,25,20,30,25,40,25,20,30,25,40,25,20,30,25,40,25,45,50,55,45,50,88-90,52,60,65,30,20,25,0,0,20,0,0,0,0,0,0,45,40,45,0,0,55,0,0,0,0,0,0,N,N,N,N,N,VH,20,45
62138,"Bobby LeMarr",SP,0,0,0,0,16,191,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,40,30,30,35,30,45,25,30,35,25,45,35,50,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,20,55,20,20,25,20,45,25,20,25,20,45,25,20,25,20,45,25,50,50,50,45,45,91-93,47,75,55,35,0,0,25,30,20,25,0,0,0,0,0,55,0,0,50,55,50,55,0,0,0,0,0,N,N,N,N,L,VH,20,45
62139,"Sam Gibson",SP,0,0,0,0,17,184,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25,35,25,30,30,35,40,20,40,40,45,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,20,55,20,30,20,20,45,20,30,20,20,45,20,30,20,20,45,20,45,40,40,45,40,91-93,42,60,45,35,0,0,30,30,20,25,0,0,0,30,0,50,0,0,50,45,45,45,0,0,0,50,0,N,N,N,N,N,VH,20,35
62140,"Chris Grisham",SP,0,0,0,0,17,185,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,25,35,25,40,35,25,45,20,50,40,40,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,35,40,25,30,30,20,45,25,30,30,20,45,25,30,30,20,45,25,45,50,50,50,50,91-93,49,55,40,40,0,0,0,0,20,20,0,0,0,0,0,65,0,0,0,0,60,40,0,0,0,0,0,N,N,N,L,H,VH,20,45
62141,"Josh Brown",CL,0,0,0,0,17,187,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,25,20,35,25,20,50,25,45,45,45,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,20,20,35,45,20,20,35,30,50,25,20,35,30,50,25,20,35,30,55,25,80,65,75,50,55,93-95,56,25,35,0,0,25,0,0,30,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,L,H,N,N,N,VH,25,75
62142,"Luis Ramirez",SP,0,0,0,0,17,182,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,35,25,30,35,25,55,40,45,25,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,20,20,20,65,20,20,20,20,45,30,20,20,20,40,30,20,20,20,45,30,40,45,40,45,50,89-91,48,65,65,30,20,0,0,0,20,0,0,0,0,0,0,45,45,0,0,0,45,0,0,0,0,0,0,N,H,L,H,H,VH,20,40
62143,"Mike Berkley",SP,0,0,0,0,17,191,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,20,30,35,30,30,25,25,35,20,45,45,45,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,20,20,20,40,25,20,25,20,40,20,20,25,20,40,20,20,25,20,40,20,45,45,45,40,25,89-91,47,50,50,30,20,25,0,20,0,0,0,0,0,0,0,45,40,50,0,45,0,0,0,0,0,0,0,N,H,N,N,N,VH,20,35
62144,"Andy Rogers",SP,0,0,0,0,16,187,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,20,40,35,25,60,20,45,40,55,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,20,20,20,70,20,30,30,25,40,25,30,30,25,45,25,30,30,25,40,25,55,50,50,45,50,92-94,52,65,55,40,30,0,30,0,0,0,0,0,0,0,0,70,65,0,75,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,25,60
62145,"Chris Yeboah",RP,0,0,0,0,17,190,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,45,25,25,35,25,45,20,45,45,45,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,25,80,20,30,30,25,45,25,30,30,20,45,25,35,30,25,50,25,60,50,50,50,50,91-93,52,25,80,40,0,0,0,35,0,0,0,0,0,0,0,75,0,0,0,75,0,0,0,0,0,0,0,N,N,N,N,H,VH,25,50
62146,"Andres Schack",SP,0,0,0,0,17,191,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,30,30,30,40,25,20,50,30,35,35,40,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,20,20,30,70,25,20,30,20,45,25,20,30,25,45,25,20,25,20,40,25,45,50,50,50,50,88-90,52,60,60,30,0,0,0,25,20,0,0,0,0,0,0,45,0,0,0,50,50,0,0,0,0,0,0,N,N,N,N,N,VH,20,45
62147,"Steve Frances",2B,0,0,0,0,17,192,R,R,25,30,25,25,25,25,25,30,25,25,25,25,25,30,25,25,30,25,50,80,55,45,50,50,60,50,35,55,35,55,35,20,20,20,0,0,0,35,0,0,0,0,0,0,0,0,55,0,0,0,0,0,55,60,70,75,60,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,88-90,36,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,H,L,L,VH,25,55
62148,"Vicente Flores",RF,0,0,0,0,17,191,S,R,25,25,30,30,25,25,25,25,30,30,25,25,25,25,30,30,25,25,50,55,70,80,50,50,35,25,60,25,50,35,50,25,25,25,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,50,0,45,45,45,40,45,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,85-87,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,L,N,N,VH,25,65
62149,"Greg Butler",SP,0,0,0,0,16,185,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,35,30,30,45,20,50,40,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,30,20,20,75,25,20,25,20,45,20,20,25,20,45,20,20,20,20,40,20,45,45,40,45,40,89-91,48,40,35,30,25,0,20,25,20,0,0,0,0,0,0,50,50,0,45,50,50,0,0,0,0,0,0,N,N,N,N,L,VH,20,35
62150,"Dorian Walters",SP,0,0,0,0,17,200,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,25,30,25,25,30,45,40,25,40,40,45,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,25,20,20,45,25,20,35,35,45,25,20,35,35,50,25,20,35,35,45,25,35,65,70,50,50,89-91,60,55,30,30,0,0,0,25,20,0,0,0,0,0,0,45,0,0,0,45,45,0,0,0,0,0,0,N,H,N,N,N,VH,25,50
62151,"Julio Lara",SP,0,0,0,0,17,181,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,20,30,30,35,30,25,45,20,45,40,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,30,30,25,30,30,30,45,20,30,30,30,40,20,30,30,30,45,20,50,55,55,50,45,90-92,53,65,55,35,0,0,20,0,20,30,0,0,20,0,0,50,0,0,55,0,55,65,0,0,40,0,0,N,H,L,N,N,VH,25,50
62152,"Dave Goldberg",SP,0,0,0,0,17,192,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25,35,30,25,30,40,45,30,35,40,45,25,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,25,20,20,20,80,25,25,20,20,40,25,25,20,20,45,25,20,20,20,40,20,45,45,45,45,40,89-91,43,55,30,30,0,0,0,25,20,0,0,0,0,0,0,60,0,0,0,40,55,0,0,0,0,0,0,N,N,N,N,N,VH,20,40
62153,"Mike Peterson",RP,0,0,0,0,17,196,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,30,30,25,30,25,35,20,45,35,45,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,25,20,20,70,25,35,20,20,45,20,35,20,20,45,20,35,25,20,50,20,75,45,40,50,25,91-93,42,25,80,40,0,0,0,0,30,0,0,0,0,0,0,80,0,0,0,0,70,0,0,0,0,0,0,N,H,L,N,L,VH,20,35
62154,"Danny Roe",RP,0,0,0,0,17,184,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,35,35,35,20,45,30,25,45,20,50,45,50,25,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,25,20,20,55,20,30,35,30,50,25,30,35,30,45,25,30,35,30,50,25,55,55,55,55,50,90-92,57,30,55,35,0,0,0,0,0,0,0,20,0,0,0,65,0,0,0,0,0,0,0,65,0,0,0,N,N,N,L,N,VH,25,50
62155,"Bob Plumley",SP,0,0,0,0,17,190,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,25,30,30,35,30,30,40,25,30,40,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,20,20,65,25,30,30,20,45,20,30,30,20,45,20,30,30,20,45,20,55,50,50,50,30,92-94,50,65,30,0,0,35,30,35,20,25,0,0,0,0,0,0,0,75,65,70,45,60,0,0,0,0,0,L,L,N,N,N,VH,20,40
62156,"Sergio Campos",RF,0,0,0,0,17,189,L,L,30,25,25,30,30,30,30,25,25,30,30,30,25,25,20,25,25,25,60,45,45,70,65,55,35,30,40,20,50,40,45,20,20,20,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,50,0,40,30,35,40,30,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,80-83,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L,H,25,55
62157,"Abel Warwick",3B,0,0,0,0,17,189,L,R,25,25,20,20,25,25,25,25,20,20,25,25,25,25,20,20,25,25,50,50,50,45,55,50,40,40,70,40,30,40,45,25,20,20,0,0,0,20,30,0,0,0,0,0,0,0,35,45,0,0,0,0,30,20,20,20,40,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,80-83,44,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,VH,25,40
62158,"Jeff Kohl",SP,0,0,0,0,17,194,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,30,30,30,25,30,20,55,20,50,45,60,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,20,20,20,60,25,20,30,20,40,25,20,30,20,40,25,20,25,20,40,25,45,45,45,45,50,89-91,50,60,70,30,0,25,25,0,20,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,N,N,H,N,N,VH,20,45
62159,"A.J. Copeland",SP,0,0,0,0,17,180,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,25,30,25,30,35,35,30,60,20,45,45,50,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,20,20,25,55,20,20,30,20,45,30,20,30,20,45,30,20,25,20,45,30,40,55,55,50,60,88-90,49,65,60,30,25,0,25,25,20,25,0,0,0,0,0,40,45,0,40,40,40,45,0,0,0,0,0,N,N,N,N,H,VH,20,45
62160,"Brett Bence",SP,0,0,0,0,17,193,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,25,30,30,35,25,35,30,25,45,45,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,25,20,20,60,25,20,30,25,45,30,20,30,25,45,30,20,30,25,40,25,50,55,60,45,60,89-91,50,60,55,30,25,0,25,25,20,25,0,0,0,0,0,45,50,0,50,55,55,50,0,0,0,0,0,N,N,N,N,H,VH,20,60
62161,"Mike Houp",CF,0,0,0,0,17,195,R,R,25,25,25,30,20,25,25,25,25,25,20,25,25,25,25,30,25,25,50,55,60,55,50,50,45,35,50,35,55,45,55,20,20,20,0,0,0,0,0,0,25,30,25,0,0,0,0,0,0,60,40,55,50,35,40,40,40,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,25,87-89,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N,VH,25,55
62162,"Steve Cedillo",CF,0,0,0,0,17,187,L,L,25,30,25,30,25,25,25,30,25,30,25,25,25,30,25,30,25,25,50,80,55,70,50,50,30,25,35,20,55,45,50,20,20,20,0,0,0,0,0,0,25,25,20,0,0,0,0,0,0,55,35,50,55,40,30,35,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,25,89-91,35,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,VH,25,55
62163,"Steve Veale",RP,0,0,0,0,17,178,S,L,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,30,25,20,30,20,40,30,30,40,20,50,45,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,25,25,20,25,35,30,45,20,25,30,30,45,20,30,35,30,50,20,80,55,55,45,45,94-96,56,30,65,45,0,0,0,0,20,0,0,0,0,0,0,80,0,0,0,0,80,0,0,0,0,0,0,N,N,H,N,N,VH,25,60
62164,"B.J. DiCicco",CF,0,0,0,0,17,187,S,R,25,30,30,25,25,25,25,30,30,25,25,25,25,30,30,25,25,25,45,80,60,55,50,45,35,35,65,35,60,55,70,20,20,20,0,0,20,0,0,0,25,35,25,0,0,50,0,0,0,75,55,70,65,50,65,60,65,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,83-85,38,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,L,VH,25,50
62165,"Shamar Loving",SS,0,0,0,0,17,186,R,R,25,30,20,20,25,25,25,30,20,20,25,25,25,30,20,20,25,25,50,80,40,45,55,50,55,50,65,50,50,40,50,25,25,25,0,0,0,25,20,30,0,0,0,0,0,0,50,55,45,0,0,0,60,65,65,70,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,25,83-85,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,L,N,VH,20,45
62166,"Josh Erwin",SP,0,0,0,0,17,195,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,30,30,20,30,35,35,45,25,30,35,40,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,25,20,20,45,25,25,30,25,40,25,25,30,25,45,25,25,25,20,40,25,45,45,50,40,50,91-93,51,45,40,35,30,0,0,25,0,0,0,0,0,0,0,50,50,0,0,60,0,0,0,0,0,0,0,N,N,N,N,N,VH,20,45
62167,"Demarie' McRae",2B,0,0,0,0,17,185,L,R,25,35,30,25,25,30,25,35,30,25,25,30,25,35,30,25,25,30,55,80,70,50,50,55,55,45,40,50,35,35,40,30,25,25,0,0,0,30,20,20,20,0,0,0,0,0,45,30,35,30,0,0,70,45,30,35,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,89-91,52,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,VH,25,70
62168,"Chad Crenshaw",CL,0,0,0,0,17,187,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,25,30,35,25,45,30,30,50,35,50,45,50,25,25,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,30,25,35,60,20,35,30,25,45,25,40,35,25,45,25,35,30,25,45,25,75,50,50,55,50,93-95,57,40,45,0,0,35,0,40,0,0,0,0,0,0,0,0,0,75,0,80,0,0,0,0,0,0,0,N,N,N,L,N,VH,30,60
62169,"Chris Tyus",SS,0,0,0,0,17,187,L,R,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20,25,25,55,45,50,50,50,55,50,50,55,45,45,40,60,25,25,25,0,0,0,0,25,25,0,0,0,0,0,0,0,45,35,0,0,0,40,30,25,20,40,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,25,88-90,37,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,H,N,VH,20,45
62170,"Jeremy Leker",SP,0,0,0,0,17,189,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,25,30,25,30,30,30,35,35,30,35,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,20,40,25,30,30,25,45,20,30,30,25,45,20,25,30,25,40,20,45,50,55,45,50,89-91,52,40,60,35,0,0,25,30,20,0,0,0,0,0,0,50,0,0,35,50,50,0,0,0,0,0,0,N,N,N,N,N,VH,20,45
62171,"Chris Barga",1B,0,0,0,0,18,190,R,L,20,25,25,30,20,25,20,25,25,30,20,25,20,25,25,25,20,25,45,45,50,55,30,55,30,35,25,20,35,40,35,25,25,25,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,20,25,20,30,45,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,88-90,36,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,25,40
62172,"Josh Cloer",SS,0,0,0,0,17,187,S,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,40,45,45,50,40,40,50,35,70,40,45,30,55,20,20,20,0,0,0,20,20,25,0,0,0,0,0,0,40,45,35,0,0,0,40,35,40,35,35,20,20,20,20,35,20,20,20,20,30,20,20,20,20,35,20,20,30,30,35,25,89-91,47,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,VH,20,35
62173,"A.J. Shelton",SP,0,0,0,0,17,186,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,30,25,30,30,25,55,20,40,30,45,20,20,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,20,25,60,25,25,30,25,45,20,25,30,25,45,25,25,30,25,40,20,50,50,50,50,50,89-91,52,65,45,30,0,0,0,35,20,0,0,0,0,0,0,45,0,0,0,55,70,0,0,0,0,0,0,N,N,N,N,N,VH,20,50
62174,"A.J. Aucoin",RP,0,0,0,0,17,191,R,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,25,30,30,20,55,20,40,35,50,25,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,25,20,30,20,20,20,20,40,20,20,20,20,40,20,20,20,20,40,20,45,40,35,45,35,90-92,41,40,50,30,0,0,0,25,0,0,0,0,0,0,0,45,0,0,0,45,0,0,0,0,0,0,0,N,N,N,N,H,H,20,30
62175,"Stephon Jalloh",CF,0,0,0,0,17,188,R,R,20,25,25,30,20,20,20,25,25,30,20,20,20,25,25,30,20,20,55,50,50,80,55,55,25,25,40,20,60,45,50,20,20,20,0,0,0,0,0,0,20,30,20,0,0,0,0,0,0,60,45,55,40,40,40,45,40,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,25,84-86,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,H,L,H,H,VH,20,50
62176,"Mike Anderson",SP,0,0,0,0,17,182,R,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,25,30,30,50,30,25,30,25,50,20,45,35,50,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,55,35,35,35,35,25,20,35,30,45,20,20,35,30,45,20,20,35,30,45,20,50,55,55,50,45,89-91,57,70,40,0,0,25,25,30,20,0,0,0,0,0,0,0,0,55,65,65,55,0,0,0,0,0,0,H,N,N,N,N,VH,20,50
62177,"J.R. Ertel",SP,0,0,0,0,17,186,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,35,30,30,30,30,35,20,45,40,50,25,25,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,30,30,25,60,25,30,25,20,40,25,30,25,20,40,25,30,25,20,45,25,55,45,45,40,45,89-91,49,45,50,30,30,25,25,0,20,0,0,0,0,25,0,50,60,55,45,0,55,0,0,0,0,55,0,N,H,N,H,N,VH,20,40
62178,"Jeff Bibler",RP,0,0,0,0,17,184,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,35,25,35,30,30,25,25,50,30,45,40,50,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,65,25,35,20,20,40,20,30,20,20,40,20,35,20,20,40,20,55,45,50,40,40,91-93,53,35,55,40,0,30,0,0,20,0,0,0,0,0,0,75,0,60,0,0,50,0,0,0,0,0,0,N,N,N,N,N,VH,20,40
62179,"Prince Acoff",SP,0,0,0,0,17,184,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,35,30,20,30,35,55,35,40,45,45,25,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,45,30,30,20,50,20,35,40,35,50,25,35,35,35,50,25,35,40,35,50,25,75,65,70,55,50,91-93,59,35,35,0,0,40,30,0,35,35,0,0,0,0,0,0,0,80,35,0,80,80,0,0,0,0,0,N,H,N,N,N,VH,30,75
